,angle,velocity,netDistanceFromBucket,outcome
85,249,16,172.77293065298875,0
86,138,19,56.70525601308989,0
87,110,1,146.58848852730628,0
88,255,39,126.3861493898331,0
89,143,36,85.3458096111733,0
90,325,42,93.33114148168988,0
91,291,45,92.06206485608442,0
92,292,10,138.12080592509992,0
93,59,44,96.44423169279156,0
94,319,38,100.6456165944907,0
95,32,23,145.61488707076464,0
96,288,2,151.20605942146616,0
97,150,7,169.89468451811956,0
98,173,23,112.28792874579356,0
99,193,2,157.2255862339851,0
100,203,37,77.78881839876486,0
101,197,21,108.94039159101732,0
102,228,38,68.27260135839131,0
103,327,2,146.81993510608433,0
104,347,27,92.25239493758204,0
105,106,17,166.13794980123336,0
106,293,43,81.30954570448456,0
107,207,35,104.99260356609186,0
108,107,49,120.10331383794204,0
109,137,11,144.89999257806352,0
110,100,10,145.74327824662132,0
111,63,45,143.85586322460654,0
112,115,6,158.8429814717295,0
113,229,10,164.07576375066853,0
114,202,27,78.92143978245896,0
115,134,41,51.83937753283134,1
116,273,20,140.62228084075522,0
117,188,0,137.7684178944081,0
118,65,45,143.8312363485498,0
119,114,39,87.8247896098965,0
120,124,44,86.87698903838833,0
121,24,23,101.03621912585966,0
122,193,27,84.42440270938462,0
123,321,15,53.85202106001351,0
124,256,9,147.911059010997,0
125,271,9,137.7925355595542,0
126,229,41,77.67893509455837,0
127,199,37,74.77649153706132,0
128,223,44,82.73050447494,0
129,94,20,137.7719321302337,0
130,105,29,144.70558212861874,0
131,56,6,132.53803190700916,0
132,303,30,53.62934434724233,0
133,67,24,59.08976157115534,0
134,159,4,149.8084152500175,0
135,68,30,48.99820140783592,0
136,29,48,86.34370189963468,0
137,166,35,83.2505308804126,0
138,159,31,102.45648778081514,0
139,69,41,72.65378875981526,0
140,142,27,54.03367761688234,0
141,178,34,82.30614115199526,0
142,83,12,132.3630983437142,0
143,191,36,84.85934785371596,0
144,188,18,67.6770157959091,0
145,329,21,88.88632838421309,0
146,122,24,62.26505236708014,0
147,311,4,141.99326077167518,0
148,209,5,157.02948623334996,0
149,107,30,124.88504667101974,0
150,55,28,21.88161151516031,1
151,130,33,117.29276836114524,0
152,6,3,128.94296400300618,0
153,275,7,138.65576034790135,0
154,247,13,157.55570131646556,0
155,257,6,132.51907604947365,0
156,327,4,135.1784684998178,0
157,340,10,71.87204973737994,0
158,127,24,61.01987072329171,0
159,50,21,43.54665627565167,0
160,131,23,51.33848242473492,0
161,245,45,36.20417670192773,1
162,357,21,98.86271393041125,0
163,15,4,122.8378159188554,0
164,318,48,75.88909738517387,0
165,242,17,137.59126676195285,0
166,226,38,17.317441586898887,1
167,9,30,94.3793699415828,0
168,157,14,83.06245371434551,0
169,223,15,108.78989090164929,0
170,215,25,107.892014935384,0
171,240,40,115.44270423104182,0
172,124,1,139.0357930883687,0
173,108,33,111.27478964359004,0
174,271,21,137.6232436774509,0
175,289,1,133.90849845244904,0
176,168,24,92.2198452938267,0
177,14,2,139.12053183884098,0
178,336,16,49.10290119336268,0
179,356,45,89.21040041758795,0
180,343,11,59.1298079083576,0
181,1,27,87.47146905676742,0
182,211,10,132.43547580135203,0
183,194,22,115.05007665338609,0
184,309,46,111.28850964303906,0
185,247,12,160.3305589840672,0
186,143,8,155.67768066135653,0
187,112,29,92.8117157046604,0
188,82,35,122.5807748311967,0
189,44,26,67.32756861714883,0
190,262,13,143.00636676022617,0
191,315,32,67.95354938678001,0
192,72,18,105.58745584169586,0
193,227,46,93.51431893936866,0
194,91,38,142.70277946464415,0
195,353,45,89.04187163875326,0
196,46,36,49.97348207307703,1
197,31,48,66.1436129309294,0
198,37,48,80.80420462841516,0
199,18,13,61.59351534578688,0
200,123,16,123.80382038544472,0
201,258,44,144.05721348025986,0
202,339,25,69.74397212266089,0
203,112,38,172.80378058048765,0
204,220,0,137.7684178944081,0
205,186,18,64.90008420288466,0
206,189,37,91.12739456891856,0
207,63,0,137.2810084156328,0
208,114,39,84.03347707962318,0
209,97,12,140.51130399220023,0
210,39,20,46.89845751417872,0
211,84,23,123.71755686208348,0
212,269,26,134.02090004398127,0
213,168,16,66.57835325773507,0
214,54,24,68.13589521861543,0
215,325,47,73.99837205178473,0
216,14,19,97.64410734706868,0
217,25,31,89.918981262988,0
218,214,23,86.72828834416573,0
219,66,10,124.07187895066464,0
220,255,7,139.1648114942841,0
221,29,35,5.767784199132783,1
222,336,4,126.60286134641312,0
223,153,20,70.76624032849631,0
224,227,36,63.88023976927781,0
225,99,38,169.26307832207465,0
226,272,47,170.986687069411,0
227,1,30,76.31435586226311,0
228,14,0,140.62962881090087,0
229,294,9,124.05434422977808,0
230,321,43,66.46981073330032,0
231,335,29,67.68711764297454,0
232,28,10,75.95021438224332,0
233,215,26,113.00798247271074,0
234,57,34,13.708075406795496,1
235,196,23,109.79920945522012,0
236,124,44,86.91891712217793,0
237,41,2,132.3219557374169,0
238,125,14,131.26019212366572,0
239,106,7,133.00700920152218,0
240,332,35,76.6859844745219,0
241,72,2,140.49171197952256,0
242,6,30,99.25686960730138,0
243,255,17,156.8883499409597,0
244,297,30,37.5678556378333,0
245,143,26,107.71814440604037,0
246,252,21,144.87850749045032,0
247,5,3,126.97560145058068,0
248,146,21,55.32824014014152,0
249,154,33,95.6230040322516,0
250,17,30,93.90381504063836,0
251,67,13,110.19437502078776,0
252,58,14,87.91905923788964,0
253,206,11,111.7194014679638,0
254,197,43,77.97255160411105,0
255,97,34,151.1173288540573,0
256,143,8,153.04996936385422,0
257,205,37,72.69877277402165,0
258,74,41,75.42535775334679,0
259,299,26,42.43332780081323,0
260,354,25,68.69690258952946,0
261,87,24,127.12161883684752,0
262,263,8,146.13245729269252,0
263,353,24,76.50666468080777,0
264,98,29,147.60014012978843,0
265,231,45,50.06322356855161,1
266,225,9,153.26138954674514,0
267,7,15,50.17617528773756,0
268,101,36,154.12548742951213,0
269,199,36,73.88310596850515,0
270,189,30,96.0273714687576,0
271,71,24,85.29855134864785,0
272,311,11,94.0219979359718,0
273,305,16,82.14807440333828,0
274,98,16,134.755944566791,0
275,94,28,134.6555484887551,0
276,259,0,134.39312551256052,0
277,134,30,75.38877966145617,0
278,22,30,88.63060708333774,0
279,66,22,63.85846658163919,0
280,88,21,132.48272824751885,0
281,276,36,127.28245460874452,0
282,16,33,81.15675304766727,0
283,101,20,138.89802688473068,0
284,212,44,31.169288346898416,1
285,230,40,77.57716952478577,0
286,282,12,127.38755406709323,0
287,166,28,71.44290904831652,0
288,32,16,53.785197878709134,0
289,202,17,58.38454502453896,0
290,70,29,72.96891816004006,0
291,8,2,137.47857025823828,0
292,283,24,104.1009486799186,0
293,235,2,139.06835797874726,0
294,289,39,23.82252170741685,1
295,298,30,32.842629822615294,0
296,230,41,66.98968465358844,0
297,185,49,87.90801600056355,0
298,224,40,96.40927217631416,0
299,23,2,129.6424310843747,0
300,240,44,135.32670470091068,0
301,214,4,146.20783504717636,0
302,78,15,123.03565081652025,0
303,318,34,8.4156185143171,1
304,214,5,151.25710437716552,0
305,171,16,67.2393646357888,0
306,26,30,76.23278779658038,0
307,199,36,74.40153293257961,0
308,87,4,146.87800059591052,0
309,128,29,24.650582919514992,1
310,265,11,131.60053656954352,0
311,81,14,130.15475434343944,0
312,256,37,131.02993381437446,0
313,143,48,49.97043631487951,1
314,278,46,136.09571870939925,0
315,139,7,158.3285882789812,0
316,230,41,67.16008157212637,0
317,233,38,94.92349638621012,0
318,103,25,159.22456067400395,0
319,254,19,152.26695074663613,0
320,250,20,161.68375017630262,0
321,299,38,72.54824154860727,0
322,177,41,83.00690498881191,0
323,6,14,60.38516014215576,0
324,154,27,74.91075881668695,0
325,270,29,127.53744111049151,0
326,276,36,127.318734169573,0
327,194,10,116.34935309942648,0
328,49,37,63.11955049002491,0
329,252,3,134.16780884643416,0
330,193,23,97.93705455830396,0
331,83,30,116.39330837329524,0
332,349,43,84.65407036414068,0
333,305,8,114.30064783231886,0
334,303,9,118.4885136181914,0
335,212,22,68.51640598577822,0
336,266,22,131.34969436549835,0
337,226,47,85.70824071660874,0
338,173,22,108.87192580386268,0
339,77,10,136.46100339126974,0
340,193,6,165.82357623516089,0
341,338,30,96.0926531737428,0
342,89,18,133.01780659726697,0
343,118,32,32.23965692803946,1
344,323,4,126.52067158705138,0
345,87,29,130.75542929717378,0
346,179,17,59.26641705005489,0
347,188,5,156.49002050308445,0
348,325,6,110.69846232883992,0
349,94,49,189.7510558561148,0
350,85,17,132.92917146404088,0
351,268,0,133.421167066846,0
352,79,19,117.04986595987089,0
353,182,25,76.9337685274945,0
354,104,0,133.81864237074902,0
355,11,46,81.95443849044801,0
356,197,8,139.108566812016,0
357,332,39,20.846279631510644,1
358,311,38,55.69150432467782,0
359,204,33,89.5625094539385,0
360,185,31,93.26432846014971,0
361,15,4,120.22567479678288,0
362,316,0,132.9348018634123,0
363,168,18,62.92413740524682,0
364,159,26,76.71995079980434,0
365,18,0,133.90650040017934,0
366,316,0,131.93510234538755,0
367,166,9,124.42852888608266,0
368,307,32,108.52357563029896,0
369,61,47,100.87501958258996,0
370,165,39,84.97012566906665,0
371,252,15,145.895826900174,0
372,34,25,109.78071003167638,0
373,340,8,88.598636188749,0
374,175,9,121.52752638797362,0
375,174,16,60.31619212877736,0
376,257,37,138.98940637714622,0
377,272,34,130.0831656636917,0
378,65,19,79.13229109821398,0
379,19,14,54.87832443874749,0
380,234,4,137.25644052602394,0
381,71,12,118.36858898746546,0
382,153,12,107.89233455785842,0
383,22,12,51.92120817467341,0
384,315,42,87.76406761492619,0
385,42,37,87.43578555564675,0
386,296,43,119.99624304686247,0
387,302,34,38.39097219848493,0
388,144,29,82.68342869790652,0
389,25,48,84.66051349400281,0
390,321,28,7.777969011868466,1
391,78,31,96.69401774534018,0
392,298,49,106.32846525880886,0
393,296,45,129.1455087250212,0
394,215,37,84.6034313710599,0
395,339,47,97.89463475814912,0
396,299,21,49.3727955665944,0
397,80,25,110.10172249664238,0
398,72,45,86.56508880037309,0
399,51,22,63.75150377253353,0
400,230,36,85.12115399788581,0
401,219,22,48.38461879264718,0
402,269,48,171.8265096244906,0
403,127,28,22.91337112797173,1
404,295,44,121.0355788589097,0
405,176,9,120.6189560888245,0
406,92,13,128.51864013341017,0
407,10,42,79.24037375071525,0
408,318,0,131.4209929534685,0
409,169,12,93.2641948157698,0
410,71,27,63.84674497572803,0
411,124,1,130.76387603543915,0
412,310,18,40.40311569367756,0
413,154,11,112.27018706091624,0
414,279,38,115.21937247948144,0
415,181,32,86.63086339454269,0
416,59,2,133.1423153954345,0
417,234,47,59.76413151631829,1
418,213,38,32.036690031930014,1
419,83,2,129.37285982839597,0
420,171,7,152.21145164514172,0
421,88,24,128.32996703309075,0
422,294,35,18.33186841681085,1
423,120,33,35.64147128461071,1
424,70,35,48.62551115187389,0
425,160,30,75.43480568500648,0
426,340,31,94.52320174567028,0
427,139,32,93.17710155663823,0
428,216,43,76.68351674325989,0
429,78,41,98.92045546338406,0
430,322,21,69.64807619919534,0
431,146,36,70.11280793668901,0
432,21,5,116.53865027674544,0
433,161,23,107.77107449026146,0
434,198,39,82.00114486095507,0
435,303,34,94.58017675260196,0
436,260,14,132.0356697676066,0
437,327,49,66.44137932947602,0
438,258,12,137.20178671836953,0
439,86,13,132.06559410496914,0
440,230,44,85.65600473400669,0
441,228,29,24.082214709281644,1
442,267,40,151.1614935416385,0
443,1,19,110.6601678400768,0
444,238,0,130.90739481243125,0
445,213,28,80.09461011919804,0
446,342,2,138.51537670040332,0
447,90,31,130.21356326941714,0
448,62,22,44.14661847232253,0
449,1,3,127.9597817284629,0
450,205,7,155.22413982841576,0
451,94,24,132.04854043796178,0
452,237,42,25.062035499054343,1
453,17,17,63.62043184733386,0
454,283,33,89.13259292012154,0
455,82,49,149.4697172448528,0
456,131,9,150.99236473952345,0
457,99,48,175.20517373572426,0
458,96,48,189.1621934200965,0
459,190,16,66.23195796391637,0
460,158,14,75.82259070125318,0
461,60,48,70.32263411356196,1
462,113,0,135.8514491542685,0
463,136,5,142.73521346374352,0
464,60,15,85.48502053763195,0
465,61,3,132.23135204831254,0
466,51,11,97.51841447544145,0
467,320,43,105.3853153910858,0
468,217,10,140.10263726190593,0
469,214,6,153.22740692280684,0
470,125,27,59.90408753842916,0
471,112,12,153.78726261718768,0
472,200,5,154.29736960728246,0
473,174,13,82.57380830888025,0
474,182,12,87.86541439924666,0
475,71,49,40.39594763117766,1
476,61,17,74.13265440974583,0
477,54,13,82.72459409702542,0
478,333,40,4.86729993159342,1
479,280,4,132.4615732887788,0
480,336,32,102.86193997650936,0
481,317,15,70.39635470002497,0
482,348,6,105.38508456108885,0
483,144,7,157.41485867182,0
484,229,48,99.5761636492212,0
485,123,24,55.76515306111462,0
486,355,42,78.72824589729562,0
487,34,16,62.30737443758062,0
488,138,35,12.920489684195932,1
489,150,49,71.36242892964951,0
490,309,13,80.07023218541855,0
491,16,19,99.787378504102,0
492,28,48,71.34544338154078,0
493,272,23,129.72456444710664,0
494,66,33,48.30000321629732,0
495,333,14,49.90792434787041,0
496,120,14,144.30213356478484,0
497,118,22,96.15704433746768,0
498,204,6,161.68935083268798,0
499,9,41,81.81073866431429,0
500,246,0,130.99294869236743,0
501,213,41,90.8021855461628,0
502,266,31,140.24340321405174,0
503,184,6,157.93218080075238,0
504,275,34,124.59972041310289,0
505,48,41,79.94424173784734,0
506,328,5,119.10122187485604,0
507,190,0,132.9348018634123,0
508,36,40,86.2836660579949,0
509,137,34,16.010141464328612,1
510,38,10,81.77099981590823,0
511,170,6,157.22569052313594,0
512,242,23,158.54836620644247,0
513,168,27,68.4548066909969,0
514,317,39,86.31141420239364,0
515,166,47,85.18146177986272,0
516,123,23,62.9923102766376,0
517,35,37,68.28941635526941,0
518,30,12,53.74622028110893,0
519,126,8,151.09730897679347,0
520,226,4,137.5891237985109,0
521,291,31,49.30084048614266,0
522,241,38,23.58362506130583,1
523,142,23,59.16441153578152,0
524,271,28,126.19743941656148,0
525,164,43,75.82994742346823,0
526,280,49,91.0320490440207,0
527,205,4,144.15875327726425,0
528,121,21,102.51554250443868,0
529,113,37,60.37814368321008,0
530,205,37,70.44571347632534,0
531,252,14,142.07273216049325,0
532,288,26,74.7384395332231,0
533,312,6,127.01034151928438,0
534,117,10,151.2013726349183,0
535,132,46,97.6184265387122,0
536,335,3,125.6716278190646,0
537,38,23,84.97703333447787,0
538,312,1,131.42716286010327,0
539,260,15,136.7297275024789,0
540,88,38,138.0449102770981,0
541,231,7,154.51911599405912,0
542,317,9,96.72352297349816,0
543,313,1,131.0859608896289,0
544,278,3,133.16645301222613,0
545,41,31,8.465604767425527,1
546,293,20,78.32481851280524,0
547,108,21,139.26246111792403,0
548,119,11,151.76004098967042,0
549,323,32,71.68626625875223,0
550,263,0,130.99294869236743,0
551,144,42,11.606978106850988,1
552,86,32,132.44908329272863,0
553,236,18,104.8171392174168,0
554,254,7,134.04073316576006,0
555,74,14,121.13294691945376,0
556,144,42,12.063284047105014,1
557,235,8,148.53772435623696,0
558,341,46,75.98439721367994,0
559,96,13,132.59674347732152,0
560,281,39,103.5688793646304,0
561,307,10,110.64489909240729,0
562,256,46,127.20219341993838,0
563,97,28,146.62910689859777,0
564,8,36,90.50255894852198,0
565,57,21,35.594437013520405,0
566,275,30,121.23466007879848,0
567,96,17,132.5076964366324,0
568,101,0,130.47909687968848,0
569,15,29,85.45924031110793,0
570,36,27,79.88060138360095,0
571,42,36,7.503945701078533,1
572,281,38,101.41374972405328,0
573,330,33,6.968158101249132,1
574,113,6,139.2277073701526,0
575,167,27,67.98567408420085,0
576,155,5,146.34187546673425,0
577,305,0,135.33502158634056,0
578,271,5,129.1172912268135,0
579,230,8,155.43070146973847,0
580,155,20,70.72336284699995,0
581,331,46,90.20305848295096,0
582,322,39,77.87200661152937,0
583,49,44,95.64885275622936,0
584,86,3,131.56018456521753,0
585,232,27,65.59794149925939,0
586,232,7,148.6087064540923,0
587,134,29,90.93593202657613,0
588,5,3,125.60349439794857,0
589,314,16,46.084937462225554,0
590,168,11,107.32360805300388,0
591,178,21,113.99411791272814,0
592,270,37,142.35999144453692,0
593,325,27,77.03333772274893,0
594,6,18,87.76472721109143,0
595,86,10,126.8364660650212,0
596,353,27,81.15379910293923,0
597,195,43,76.98382270702648,0
598,256,20,145.55353022558756,0
599,82,17,123.97124458747592,0
600,8,23,81.11993674703338,0
601,193,44,81.89891265770044,0
602,205,47,21.793439065886485,1
603,68,11,120.29443980307542,0
604,103,33,141.83544780346955,0
605,261,48,178.44873130420862,0
606,21,43,69.73203535225856,0
607,285,0,131.9636184801718,0
608,231,45,50.06322356855161,1
609,159,29,75.25860216539542,0
610,186,17,71.8438442280021,0
611,159,24,100.30144492040944,0
612,325,41,25.30749055359107,1
613,77,34,88.78425719027793,0
614,8,14,50.54837377034101,0
615,246,5,140.629297620313,0
616,203,46,7.694656874431914,1
617,151,45,9.21784754628223,1
618,298,36,17.827365741923206,1
619,356,15,50.5082925577021,0
620,334,8,91.28330981515464,0
621,273,37,139.3580825162787,0
622,353,30,88.70346422108099,0
623,269,10,141.20923801772193,0
624,281,48,125.39652102771414,0
625,202,38,72.07970037760693,0
626,89,19,127.11606436442152,0
627,206,19,55.21443763004531,0
628,184,35,80.33110203762925,0
629,67,37,19.05346868002804,1
630,12,0,132.9348018634123,0
631,355,23,73.07890663214079,0
632,1,7,92.84786499123862,0
633,354,0,133.39110780366636,0
634,63,43,132.11012535459668,0
635,314,8,111.4510541297932,0
636,359,41,79.11864756345426,0
637,279,32,115.665169785285,0
638,207,29,85.51778486371356,0
639,293,4,127.9052823158522,0
640,210,24,107.53424803097452,0
641,136,35,17.425914241511684,1
642,201,28,74.76697639470356,0
643,28,27,63.62776186226258,0
644,196,42,78.18661429048379,0
645,268,36,139.15451244603682,0
646,95,12,134.8236433946467,0
647,54,6,123.63793180360553,0
648,19,8,92.64046180804698,0
649,27,1,133.14963573583023,0
650,232,3,135.21756084201883,0
651,132,35,14.832706679848286,1
652,38,31,6.260523066633047,1
653,277,46,143.4287907297006,0
654,315,26,11.790270891984012,1
655,22,44,77.15797125290979,0
656,226,25,21.65648337205284,1
657,122,41,24.574766805966476,1
658,232,0,134.39312551256052,0
659,279,6,138.58245811392266,0
660,292,9,117.59598995501072,0
661,227,25,22.39241295530996,1
662,154,13,84.31244769215844,0
663,292,17,94.75182588191925,0
664,128,21,61.87752307719512,0
665,25,0,132.4497245499869,0
666,165,41,81.91744894804556,0
667,52,41,53.12148470588868,1
668,282,32,107.01196852059056,0
669,148,29,67.16755921295862,0
670,299,38,69.95908581742925,0
671,184,24,89.12684156159669,0
672,254,44,108.15460909645569,0
673,193,35,76.0641249161967,0
674,277,5,133.70804219378482,0
675,58,0,131.4492546326215,0
676,263,37,155.76999715365437,0
677,20,8,95.37435956624591,0
678,263,49,194.86267294764704,0
679,80,6,135.04767323792242,0
680,359,7,94.48397450740283,0
681,150,35,96.21227237174004,0
682,349,15,48.54583305248092,0
683,183,25,86.90703350631426,0
684,267,29,133.18162675327534,0
685,32,47,37.4623434348606,1
686,257,25,158.35281259173897,0
687,156,25,92.61933075544462,0
688,354,17,80.94805608548708,0
689,130,48,105.63677673668232,0
690,72,33,55.35383193168008,0
691,17,33,75.14281747728896,0
692,69,42,74.23109539805422,0
693,229,31,97.23645029796891,0
694,141,45,85.0907697646588,0
695,206,38,89.35049641012623,0
696,37,1,133.41495472678875,0
697,163,20,81.29132849310889,0
698,24,31,89.52492951140766,0
699,341,14,55.34775403306816,0
700,159,18,61.11605035906472,0
701,66,35,16.097528741924826,1
702,212,30,82.26323039051681,0
703,6,18,88.58373797348177,0
704,97,22,135.22942918160982,0
705,9,19,105.04836552029674,0
706,6,45,85.6910052642584,0
707,44,28,84.53366898183819,0
708,248,14,160.5265103818635,0
709,142,14,98.19681808437232,0
710,266,17,134.6801834750202,0
711,127,4,137.95913133944836,0
712,11,1,131.80583693160395,0
713,338,18,69.60615225550738,0
714,234,14,129.81873173996448,0
715,112,2,138.0993562558214,0
716,227,34,15.092875920750986,1
717,48,21,38.18210777497493,0
718,167,46,87.06655823642843,0
719,262,29,145.66287467352382,0
720,24,12,60.9508789592436,0
721,93,8,133.17998113415268,0
722,31,38,65.25357982303089,0
723,27,25,78.28621174788462,0
724,340,22,103.7806024556566,0
725,257,36,137.83940454040268,0
726,302,43,86.1460294527842,0
727,162,49,79.51591386015028,0
728,35,34,5.979203881101918,1
729,43,31,41.93665886547127,1
730,301,22,34.48290100432165,0
731,318,28,8.172555335007763,1
732,139,17,79.68613798189237,0
733,152,23,101.99372127254868,0
734,293,5,135.28950187629164,0
735,227,14,122.38943805628746,0
736,269,17,141.28540245419887,0
737,166,34,77.34214140649998,0
738,85,0,134.39312551256052,0
739,207,24,113.97870095116792,0
740,131,22,47.655904175871335,0
741,246,36,59.61261095411106,0
742,183,28,82.88789876933805,0
743,51,24,16.61836628397288,1
744,262,42,175.2132989515846,0
745,99,6,132.45254380783717,0
746,43,38,90.2353142393998,0
747,291,19,91.81481130994352,0
748,10,48,90.8951619040462,0
749,89,31,135.1399929389081,0
750,297,40,21.130818535593917,1
751,268,18,131.92626496592084,0
752,126,30,47.82838915791511,0
753,30,25,85.31277349732801,0
754,170,15,68.02283927338611,0
755,109,36,86.55730097004738,0
756,82,20,125.3262244302814,0
757,287,25,86.04797627834047,0
758,298,3,134.56938481511537,0
759,184,43,87.44140017792877,0
760,158,34,81.95134392276513,0
761,31,0,136.82470247537876,0
762,262,24,140.20574482043293,0
763,359,20,115.08686953232588,0
764,280,24,118.31087555188049,0
765,322,9,93.95998253216484,0
766,197,35,93.58438535228912,0
767,205,12,95.56021137247608,0
768,332,26,69.40016929449938,0
769,305,11,103.98833930559442,0
770,358,19,120.25902039992106,0
771,304,36,63.55798565499708,0
772,164,16,63.56224027756827,0
773,312,42,110.06611383640094,0
774,121,22,84.97058764244639,0
775,87,5,135.1798204497346,0
776,26,24,88.40755794257541,0
777,102,15,135.60572677115974,0
778,218,23,76.95009837137367,0
779,99,15,134.46493537589643,0
780,78,29,98.91634149735472,0
781,308,48,111.36023411075963,0
782,217,44,73.34864250068769,0
783,43,25,89.51281695719166,0
784,114,12,155.0710750133016,0
785,48,20,44.93682229200358,0
786,59,37,114.83480779894934,0
787,240,24,73.97611780205227,0
788,265,48,178.598538574926,0
789,173,24,85.479914017738,0
790,260,36,160.06256334571611,0
791,77,45,100.91350669817578,0
792,110,3,131.3328434372309,0
793,314,48,68.56409286249429,1
794,215,26,112.40818924460044,0
795,276,23,124.59302551927638,0
796,333,27,63.8287233020197,0
797,12,25,74.78262810698617,0
798,244,23,104.22026815220036,0
799,279,47,139.06357845059944,0
800,343,31,91.80751859915426,0
801,261,20,140.44747058336293,0
802,223,46,38.26405555831404,1
803,288,24,83.49446187964188,0
804,62,48,107.85405019160244,0
805,317,18,52.63198753288992,0
806,91,8,131.21838832929356,0
807,94,18,139.5414229444265,0
808,14,38,85.8991274277028,0
809,197,2,136.20647769736652,0
810,114,49,112.6595690835813,0
811,193,44,88.3978157141246,0
812,197,23,107.17034693237936,0
813,176,1,134.50722147033946,0
814,4,45,96.35614620065776,0
815,52,43,80.73183547304697,0
816,330,34,104.0889123433295,0
817,42,26,11.006412227730287,1
818,213,26,117.83632991956534,0
819,341,28,74.47253635260223,0
820,257,27,157.89346884454312,0
821,246,16,151.73290286664042,0
822,161,6,162.98688657003433,0
823,49,22,60.52527759105829,0
824,277,30,120.8406622812742,0
825,332,32,92.25596255320984,0
826,270,37,144.20399764867184,0
827,57,20,42.10407010648034,0
828,226,10,152.29239850359824,0
829,184,3,141.5265611791097,0
830,21,16,50.179698029238985,0
831,58,25,42.43227747993991,0
832,47,1,133.9384992066701,0
833,148,4,143.7377958591251,0
834,219,33,14.37247098046126,1
835,1,2,130.76421689546908,0
836,134,35,53.54239752230917,1
837,14,35,79.40429183285944,0
838,290,0,135.3656014415024,0
839,216,29,89.1604585095616,0
840,30,46,78.4948403532261,0
841,246,21,126.64712737626928,0
842,251,20,151.14210645076128,0
843,250,3,141.0817303358753,0
844,235,4,141.50602984857986,0
845,116,20,130.60044128357242,0
846,226,12,132.677646690107,0
847,165,26,73.38460143717205,0
848,238,10,162.43123717253528,0
849,50,34,80.03015643379202,0
850,177,15,65.17129847392948,0
851,210,40,29.946649876129023,1
852,202,46,7.668748541516367,1
853,223,25,112.60144203575874,0
854,175,39,89.20029799804568,0
855,196,32,91.19632194404232,0
856,262,38,168.2099058783014,0
857,173,22,111.61101255322568,0
858,63,48,121.0039177877804,0
859,155,9,137.974501795462,0
860,186,3,144.32741444789752,0
861,20,33,76.6397278576664,0
862,60,44,103.37399434488098,0
863,226,47,86.06073810866154,0
864,262,37,166.34883975585583,0
865,147,23,83.96985693483649,0
866,259,4,139.3860371161713,0
867,352,39,86.09781231881333,0
868,39,34,8.458005461815995,1
869,77,0,134.8787156460865,0
870,270,1,132.4819032765919,0
871,279,10,138.45174732419483,0
872,157,13,82.87131524090154,0
